id,name,location,description,slug,sponsored,website,global_rank,financials,student_loan_available,campus_student_life,number_of_students,student_to_faculty_ratio,international_student_ratio,housing_availability,admissions_contact,admissions_phone,contact_person,admissions_page_link,immigration_support,university_campuses
525,"Govt. Polytechnic College Attingal, India",356,"Govt. Polytechnic College Attingal is a trusted government technical institution delivering quality diploma engineering programmes that power Thiruvananthapuram's skilled workforce. Situated in Attingal, it has long been a gateway for students seeking practical, career-ready technical education in a supportive government-backed environment.",govt-polytechnic-college-attingal,0,https://polyattingal.org/,,INR 10k-20k ($120-240),0,"The college's well-appointed campus brings engineering education to life through hands-on workshops, modern technical labs, a resourceful library, and open sports grounds — building not just technical experts, but confident, well-rounded professionals ready for industry.",500,20,0,0,,,,https://polyattingal.org/,0,1
524,"Central Polytechnic College Thiruvananthapuram, India",356,"Central Polytechnic College Thiruvananthapuram is one of Kerala's premier government polytechnic institutions under the Government of Kerala, renowned for its rigorous diploma engineering programmes that have powered the state's industrial and technical workforce for decades. Located in the heart of Thiruvananthapuram, it is a launchpad for hands-on technical excellence.",central-polytechnic-college-thiruvananthapuram,0,https://cpt.ac.in/,,INR 10k-25k ($120-300),0,"The college's dynamic campus features fully equipped engineering workshops, cutting-edge technical labs, a comprehensive library, expansive sports grounds, and a lively canteen — offering students a holistic environment where technical mastery meets personal growth and lifelong camaraderie.",800,20,0,0,,,,https://cpt.ac.in/,0,1
523,"St. Jacob's Training College Thiruvananthapuram, India",356,"St. Jacob's Training College is a respected private B.Ed. institution affiliated to the University of Kerala, committed to the holistic formation of skilled and compassionate educators. Located in Thiruvananthapuram, it blends strong academic preparation with values-centred mentorship that distinguishes its graduates.",st-jacobs-training-college-thiruvananthapuram,0,https://www.stjacobsbed.ac.in/,,INR 20k-40k ($240-480),0,"St. Jacob's campus offers a thoughtfully resourced library, engaging seminar halls that inspire collaborative learning, and a state-of-the-art computer lab — providing student-teachers with a vibrant, supportive space to develop the skills, confidence, and character they need to excel.",100,15,0,0,,,,https://www.stjacobsbed.ac.in/,0,1
522,"New B.Ed. College Nellimoodu, India",356,"New B.Ed. College Nellimoodu is a promising private teacher education institution affiliated to the University of Kerala, situated in the peaceful town of Nellimoodu, Thiruvananthapuram. Its B.Ed. programme provides a rigorous yet nurturing pathway for aspiring teachers who wish to shape the lives of the next generation.",new-bed-college-nellimoodu,0,http://www.newbedcollege.org,,INR 20k-40k ($240-480),0,"The college's tranquil campus setting offers a well-maintained library, an engaging seminar hall for intellectual growth, and an open playground for physical recreation — creating a balanced and focused environment where tomorrow's educators discover their true potential.",100,15,0,0,,,,http://www.newbedcollege.org,0,1
521,"Victory College of Teacher Education Thiruvananthapuram, India",356,"Victory College of Teacher Education is a dynamic private B.Ed. institution affiliated to the University of Kerala, inspiring a new generation of confident, skilled, and value-driven teachers. Located in Thiruvananthapuram, its programme is crafted to equip educators with both the knowledge and the heart to make a real difference.",victory-college-of-teacher-education-thiruvananthapuram,0,http://www.victorybed.in,,INR 20k-40k ($240-480),0,"The college's active campus brings student-teachers together through a well-stocked library, a technology-enabled computer lab, and lively sports grounds — cultivating a community of learners who are prepared to champion excellence and inclusion in every classroom they enter.",100,15,0,0,,,,http://www.victorybed.in,0,1
520,"Kaviyattu College of Education Thiruvananthapuram, India",356,"Kaviyattu College of Education is a trusted private teacher training institution affiliated to the University of Kerala, passionately dedicated to producing creative, empathetic, and effective educators. Located in Thiruvananthapuram, its B.Ed. programme weaves together pedagogical theory, practice, and personal development.",kaviyattu-college-of-education-thiruvananthapuram,0,https://www.kaviyattucte.com,,INR 20k-40k ($240-480),0,"The college's nurturing campus is designed for learning and growth, featuring a rich library, well-maintained seminar halls for lively academic exchange, and open sports grounds that promote physical wellness — building teachers who lead both inside the classroom and beyond.",100,15,0,0,,,,https://www.kaviyattucte.com,0,1
519,"METCA Institute of Teacher Education Thiruvananthapuram, India",356,"METCA Institute of Teacher Education is a reputed private B.Ed. institution under the METCA Trust, affiliated to the University of Kerala. Situated in Thiruvananthapuram, it is committed to developing skilled, reflective, and ethically grounded teaching professionals who are ready to excel in Kerala's dynamic educational landscape.",metca-institute-of-teacher-education-thiruvananthapuram,0,https://www.bedmetcamite.in,,INR 20k-40k ($240-480),0,"METCA's campus fosters a culture of inquiry and growth, offering a carefully curated library, contemporary seminar halls for collaborative discourse, and hands-on teaching labs — providing every student-teacher the tools and environment to flourish in their chosen profession.",100,15,0,0,,,,https://www.bedmetcamite.in,0,1
518,"Iqbal Training College Thiruvananthapuram, India",356,"Iqbal Training College is a progressive Muslim minority B.Ed. institution under the Iqbal College Trust, affiliated to the University of Kerala. Established in 2005 in Thiruvananthapuram, it offers the B.Ed. programme with a commitment to inclusive, quality teacher education that bridges academic excellence with community empowerment.",iqbal-training-college-thiruvananthapuram,0,http://www.iqbaltrainingcollege.org/,,INR 20k-40k ($240-480),0,"The college's purposeful campus provides student-teachers with a nourishing library, a well-equipped computer lab for digital pedagogy, and a stimulating seminar hall — cultivating educators who carry both knowledge and a sense of social responsibility into classrooms across Kerala.",100,15,0,0,,,,http://www.iqbaltrainingcollege.org/,0,1
517,"Christ Nagar College of Education Thiruvananthapuram, India",356,"Christ Nagar College of Education is a distinguished private teacher training institution affiliated to the University of Kerala, driven by the vision of empowering future educators through quality, values, and innovation. Located in Thiruvananthapuram, its B.Ed. programme is celebrated for its student-centric approach and strong academic tradition.",christ-nagar-college-of-education-thiruvananthapuram,0,http://www.christnagarcollege.org,,INR 20k-40k ($240-480),0,"The college's vibrant campus offers a well-stocked library, energising seminar halls designed for collaborative learning, and a refreshing playground — building teachers who are not only knowledgeable but also grounded, confident, and ready to inspire young minds.",150,15,0,0,,,,http://www.christnagarcollege.org,0,1
516,"BNV College of Teacher Education Thiruvananthapuram, India",356,"BNV College of Teacher Education is a dedicated private institution affiliated to the University of Kerala, committed to shaping reflective and innovative teachers for the 21st century. Located in Thiruvananthapuram, its B.Ed. programme provides a rigorous and inspiring foundation for aspiring educators across disciplines.",bnv-college-of-teacher-education-thiruvananthapuram,0,https://bnvcte.org,,INR 20k-40k ($240-480),0,"The college's focused campus environment features a well-curated library, thoughtfully equipped seminar halls, and a modern computer lab — offering student-teachers a supportive, technology-enabled space to develop their professional identity and pedagogical craft.",150,15,0,0,,,,https://bnvcte.org,0,1
