university,specialization,level,duration
Alfred State College,Graphic & Media Design,AS,2 years
Alfred State College,Digital Media and Animation,BS,4 years
Alfred State College,Digital Media and Animation,AS,2 years
Alfred State College,Health Information Technology,AS,2 years
Alfred State College,Imaging Science,BS,4 years
Alfred State College,Radiologic Technology,AS,2 years
Alfred State College,Healthcare Management,BS,4 years
Alfred State College,Healthcare Management,AS,2 years
Alfred State College,Diagnostic Medical Sonography,AS,2 years
Alfred State College,"Culinary Arts: Baking, Production & Management",AS,2 years
Alfred State College,Culinary Arts,AS,2 years
Alfred State College,Construction Engineering Technology,AS,2 years
Alfred State College,Construction Supervision,BS,4 years
Alfred State College,Construction Management,BS,4 years
Alfred State College,Civil Engineering Technology,BS,4 years
Alfred State College,Surveying & Geomatics Engineering Technology,BS,4 years
Alfred State College,Surveying & Geomatics Engineering Technology,AS,2 years
Alfred State College,Computer Science,AS,2 years
Alfred State College,IT: Applications Software Development,BS,4 years
Alfred State College,IT: Web Development,BS,4 years
Alfred State College,IT: Network Administration,BS,4 years
Alfred State College,Cyber Security,BS,4 years
Alfred State College,Computer Information Systems,AS,2 years
Alfred State College,Electrical Engineering Technology,BS,4 years
Alfred State College,Electrical Engineering Technology,AS,2 years
Alfred State College,Computer Engineering Technology,BS,4 years
Alfred State College,Computer Engineering Technology,AS,2 years
Alfred State College,Mechatronics Technology,BS,4 years
Alfred State College,Mechatronics Technology,AS,2 years
Alfred State College,Mechanical Engineering Technology,BS,4 years
Alfred State College,Mechanical Engineering Technology,AS,2 years
Alfred State College,Cnc Manufacturing and Machining,AS,2 years
Alfred State College,Welding Technology,AS,2 years
Alfred State College,Electrical Construction and Maintenance Electrician,AS,2 years
Alfred State College,Building Trades: Building Construction,AS,2 years
Alfred State College,Masonry,AS,2 years
Alfred State College,Heavy Equipment Operations,AS,2 years
Alfred State College,"Heating, Ventilation, and Air Conditioning",AS,2 years
Alfred State College,Biological Science,AS,2 years
Alfred State College,Health Sciences,BS,4 years
Alfred State College,Forensic Science Technology,BS,4 years
Alfred State College,Automotive Service Technician,AS,2 years
Alfred State College,Motorsports Technology,AS,2 years
Alfred State College,"Heavy Equipment, Truck & Diesel Technician",AS,2 years
Alfred State College,Autobody Repair,AS,2 years
Alfred State College,Interior Design,AS,2 years
Alfred State College,Architecture,BS,5 years
Alfred State College,Architectural Technology,BS,4 years
Alfred State College,Architectural Technology,AS,2 years
Alfred State College,Criminal Justice,BS,4 years
Alfred State College,Criminal Justice,AS,2 years
Alfred State College,Liberal Arts & Sciences: Social Science,AS,2 years
Alfred State College,Liberal Arts & Sciences: Math & Science,AS,2 years
Alfred State College,Human Services Management,BS,3 years
Alfred State College,Human Services Management,AS,2 years
Alfred State College,Liberal Arts & Sciences: Adolescent Education - Teacher Education Transfer,AS,2 years
Alfred State College,Applied Psychology,BS,4 years
Alfred State College,Applied Psychology,AS,2 years
Alfred State College,Agribusiness Management,BS,4 years
Alfred State College,Veterinary Technology,AS,2 years
Alfred State College,Agriculture: Animal and Plant Science,AS,2 years
Alfred State College,Agricultural Business,AS,2 years
Alfred State College,Agricultural Automation and Robotics,AS,2 years
Alfred State College,Financial Planning,BS,4 years
Alfred State College,Technology Management,BS,4 years
Alfred State College,Court and Realtime Reporting,AS,2 years
Alfred State College,Accounting,AS,2 years
Liberty University,Zoology,BS,4 years
Liberty University,Zoo and Wildlife Biology,BS,4 years
Liberty University,Respiratory Therapy,BS,4 years
Liberty University,Public Health,BS,4 years
Liberty University,Physical Education and Health,BS,4 years
Liberty University,Forensic Science,BS,4 years
Liberty University,Conservation and Environmental Biology,BS,4 years
Liberty University,Chemistry,BS,4 years
Liberty University,Biotechnology,BS,4 years
Liberty University,Biopsychology,BS,4 years
Liberty University,Biomedical Sciences (Pre-Med),BS,4 years
Liberty University,Biology,BS,4 years
Liberty University,Biochemistry and molecular biology,BS,4 years
Liberty University,Mechanical Engineering,BS,4 years
Liberty University,Industrial and Systems Engineering,BS,4 years
Liberty University,Electrical Engineering,BS,4 years
Liberty University,Computer Engineering,BS,4 years
Liberty University,Civil Engineering,BS,4 years
Liberty University,Education,BS,4 years
Liberty University,Theatre Arts,BS,4 years
Liberty University,Studio and Digital Arts,BS,4 years
Liberty University,Studio Art,BS,4 years
Liberty University,Strategic Communication,BS,4 years
Liberty University,Musical Theatre,BS,4 years
Liberty University,Graphic Design,BS,4 years
Liberty University,Film Production and Creative Development,BS,4 years
Liberty University,Film Production and Content Development,BS,4 years
Liberty University,Digital Media and Journalism,BS,4 years
Liberty University,Communication,BS,4 years
Liberty University,Acting,BS,4 years
Liberty University,Information Technology,BS,4 years
Liberty University,Information Systems,BS,4 years
Liberty University,Healthcare Informatics,BS,4 years
Liberty University,Hospitality Management,BS,4 years
Liberty University,Cybersecurity Science and Operations,BS,4 years
Liberty University,Computer Sciences,BS,4 years
Liberty University,Coaching,BS,4 years
Liberty University,Business Administration and Data Analysis,BS,4 years
Liberty University,Accounting and Data Analysis,BS,4 years
Liberty University,Social work,MS,3 years
Liberty University,Psychology,BS,4 years
Liberty University,Unmanned Aircraft Operations,BS,4 years
Liberty University,Aviation Technology Flight and Maintenance,BS,4 years
Liberty University,Aviation Maintenance,BS,4 years
Liberty University,Aviation Administration,BS,4 years
Liberty University,Aeronautics,BS,4 years
Liberty University,Law and Policy: Pre-Law,BS,4 years
Liberty University,International Relations,BS,4 years
Liberty University,Government,BS,4 years
Liberty University,Criminal Justice,BS,4 years
Liberty University,Social Sciences,BS,4 years
Liberty University,Mathematics,BS,4 years
Liberty University,Interior Design,BS,4 years
Liberty University,Interdisciplinary Studies,BS,4 years
Liberty University,History,BS,4 years
Liberty University,Fashion,BS,4 years
Liberty University,Family and Consumer Sciences,BS,4 years
Liberty University,Family and Child Development,BS,4 years
Liberty University,English and Writing,BS,4 years
Liberty University,English (BA),BS,4 years
Liberty University,Applied Mathematics and Statistics,BS,4 years
Liberty University,American Sign Language and Interpreting,BS,4 years
Vanderbilt University,Pure mathematics,PhD,4 years
Vanderbilt University,Pure mathematics,MS,4 years
Vanderbilt University,Pure mathematics,BS,4 years
Vanderbilt University,Pure mathematics,AS,2 years
University of Wisconsin-Madison,Pure mathematics,PhD,4 years
University of Wisconsin-Madison,Pure mathematics,MS,4 years
University of Wisconsin-Madison,Pure mathematics,BS,4 years
University of Wisconsin-Madison,Pure mathematics,AS,2 years
University of Hawaii at Manoa,Pure mathematics,PhD,4 years
University of Hawaii at Manoa,Pure mathematics,MS,4 years
University of Hawaii at Manoa,Pure mathematics,BS,4 years
University of Hawaii at Manoa,Pure mathematics,AS,2 years
University of Colorado Boulder,Pure mathematics,PhD,4 years
University of Colorado Boulder,Pure mathematics,MS,4 years
University of Colorado Boulder,Pure mathematics,BS,4 years
University of Colorado Boulder,Pure mathematics,AS,2 years
Tufts University,Pure mathematics,PhD,4 years
Tufts University,Pure mathematics,MS,4 years
Tufts University,Pure mathematics,BS,4 years
Tufts University,Pure mathematics,AS,2 years
Rice University,Pure mathematics,PhD,4 years
Rice University,Pure mathematics,MS,4 years
Rice University,Pure mathematics,BS,4 years
Rice University,Pure mathematics,AS,2 years
Michigan State University,Pure mathematics,PhD,4 years
Michigan State University,Pure mathematics,MS,4 years
Michigan State University,Pure mathematics,BS,4 years
Michigan State University,Pure mathematics,AS,2 years
Lehigh University,Pure mathematics,PhD,4 years
Lehigh University,Pure mathematics,MS,4 years
Lehigh University,Pure mathematics,BS,4 years
Lehigh University,Pure mathematics,AS,2 years
Iowa State University,Pure mathematics,PhD,4 years
Iowa State University,Pure mathematics,MS,4 years
Iowa State University,Pure mathematics,BS,4 years
Iowa State University,Pure mathematics,AS,2 years
Illinois Institute of Technology,Pure mathematics,PhD,4 years
Illinois Institute of Technology,Pure mathematics,MS,4 years
Illinois Institute of Technology,Pure mathematics,BS,4 years
Illinois Institute of Technology,Pure mathematics,AS,2 years
Carnegie Mellon University,Pure mathematics,PhD,4 years
Carnegie Mellon University,Pure mathematics,MS,4 years
Carnegie Mellon University,Pure mathematics,BS,4 years
Carnegie Mellon University,Pure mathematics,AS,2 years
Virginia Polytechnic Institute and State University,"Film, radio and television",PhD,4 years
Virginia Polytechnic Institute and State University,"Film, radio and television",MS,4 years
Virginia Polytechnic Institute and State University,"Film, radio and television",BS,4 years
Virginia Polytechnic Institute and State University,"Film, radio and television",AS,2 years
Vanderbilt University,"Film, radio and television",PhD,4 years
Vanderbilt University,"Film, radio and television",MS,4 years
Vanderbilt University,"Film, radio and television",BS,4 years
Vanderbilt University,"Film, radio and television",AS,2 years
University of Utah,"Film, radio and television",PhD,4 years
University of Utah,"Film, radio and television",MS,4 years
University of Utah,"Film, radio and television",BS,4 years
University of Utah,"Film, radio and television",AS,2 years
University of Michigan-Ann Arbor,"Film, radio and television",PhD,4 years
University of Michigan-Ann Arbor,"Film, radio and television",MS,4 years
University of Michigan-Ann Arbor,"Film, radio and television",BS,4 years
University of Michigan-Ann Arbor,"Film, radio and television",AS,2 years
University of Colorado Boulder,"Film, radio and television",PhD,4 years
University of Colorado Boulder,"Film, radio and television",MS,4 years
University of Colorado Boulder,"Film, radio and television",BS,4 years
University of Colorado Boulder,"Film, radio and television",AS,2 years
Tufts University,"Film, radio and television",PhD,4 years
Tufts University,"Film, radio and television",MS,4 years
Tufts University,"Film, radio and television",BS,4 years
Tufts University,"Film, radio and television",AS,2 years
Northwestern University,"Film, radio and television",PhD,4 years
Northwestern University,"Film, radio and television",MS,4 years
Northwestern University,"Film, radio and television",BS,4 years
Northwestern University,"Film, radio and television",AS,2 years
George Washington University,"Film, radio and television",PhD,4 years
George Washington University,"Film, radio and television",MS,4 years
George Washington University,"Film, radio and television",BS,4 years
George Washington University,"Film, radio and television",AS,2 years
Brandeis University,"Film, radio and television",PhD,4 years
Brandeis University,"Film, radio and television",MS,4 years
Brandeis University,"Film, radio and television",BS,4 years
Brandeis University,"Film, radio and television",AS,2 years
Yeshiva University,Musicology,PhD,4 years
Yeshiva University,Musicology,MS,4 years
Yeshiva University,Musicology,BS,4 years
Yeshiva University,Musicology,AS,2 years
Washington State University,Musicology,PhD,4 years
Washington State University,Musicology,MS,4 years
Washington State University,Musicology,BS,4 years
Washington State University,Musicology,AS,2 years
Wake Forest University,Musicology,PhD,4 years
Wake Forest University,Musicology,MS,4 years
Wake Forest University,Musicology,BS,4 years
Wake Forest University,Musicology,AS,2 years
Virginia Polytechnic Institute and State University,Musicology,PhD,4 years
Virginia Polytechnic Institute and State University,Musicology,MS,4 years
Virginia Polytechnic Institute and State University,Musicology,BS,4 years
Virginia Polytechnic Institute and State University,Musicology,AS,2 years
Vanderbilt University,Musicology,PhD,4 years
